Column mapping:
  timestamp <- 'sensor_timestamp'
  altitude_feet <- 'sensor_altitude_feet'
  accel_icm_x <- 'sensor_accel_icm_x'
  accel_icm_y <- 'sensor_accel_icm_y'
  accel_icm_z <- 'sensor_accel_icm_z'
  accel_bno_x <- 'sensor_accel_bno_x'
  accel_bno_y <- 'sensor_accel_bno_y'
  accel_bno_z <- 'sensor_accel_bno_z'
  gyro_x <- 'sensor_gyro_x'
  gyro_y <- 'sensor_gyro_y'
  gyro_z <- 'sensor_gyro_z'
  quat_w <- 'sensor_quat_w'
  quat_x <- 'sensor_quat_x'
  quat_y <- 'sensor_quat_y'
  quat_z <- 'sensor_quat_z'
time_s,altitude_m,velocity_mps,apogee_prediction_m,status,horizontal_velocity_mps
400.901,207.104,-21.2886,1754.37,descent,956.273
400.911,207.146,-21.2662,1754.37,descent,956.336
400.921,207.189,-21.2436,1754.37,descent,956.399
400.931,207.226,-21.2251,1754.37,descent,956.463
400.941,207.269,-21.2028,1754.37,descent,956.526
400.952,207.29,-21.1967,1754.37,descent,956.595
400.963,207.319,-21.1855,1754.37,descent,956.661
400.973,207.354,-21.1688,1754.37,descent,956.725
400.985,207.361,-21.1745,1754.37,descent,956.797
400.995,207.392,-21.1613,1754.37,descent,956.861
401.005,207.423,-21.0728,1754.37,descent,956.962
401.037,207.019,-21.3764,1754.37,descent,957.175
401.047,207.05,-21.3645,1754.37,descent,957.239
401.058,207.094,-21.3404,1754.37,descent,957.301
401.068,207.136,-21.3184,1754.37,descent,957.365
401.078,207.178,-21.2955,1754.37,descent,957.428
401.088,207.215,-21.2774,1754.37,descent,957.492
401.098,207.256,-21.2555,1754.37,descent,957.555
401.109,207.277,-21.2497,1754.37,descent,957.623
401.119,207.316,-21.23,1754.37,descent,957.686
401.129,207.355,-21.2111,1754.37,descent,957.749
401.139,207.392,-21.1929,1754.37,descent,957.812
401.149,207.428,-21.1761,1754.37,descent,957.875
401.16,207.44,-21.1775,1754.37,descent,957.943
401.171,207.458,-21.1748,1754.37,descent,958.011
401.181,207.485,-21.0883,1754.37,descent,958.112
401.202,207.293,-21.2381,1754.37,descent,958.252
401.213,207.313,-21.2352,1754.37,descent,958.318
401.224,207.332,-21.2312,1754.37,descent,958.386
401.234,207.369,-21.2129,1754.37,descent,958.449
401.244,207.403,-21.1982,1754.37,descent,958.512
401.255,207.419,-21.1961,1754.37,descent,958.58
401.266,207.448,-21.1849,1754.37,descent,958.645
401.277,207.462,-21.1857,1754.37,descent,958.714
401.287,207.477,-21.1852,1754.37,descent,958.782
401.298,207.504,-21.1754,1754.37,descent,958.847
401.308,207.532,-21.1652,1754.37,descent,958.91
401.318,207.56,-21.1545,1754.37,descent,958.973
401.329,207.569,-21.1587,1754.37,descent,959.042
401.34,207.583,-21.1591,1754.37,descent,959.109
401.35,207.606,-21.1524,1754.37,descent,959.174
401.36,207.634,-21.1425,1754.37,descent,959.237
401.371,207.642,-21.148,1754.37,descent,959.306
401.381,207.669,-21.1392,1754.37,descent,959.369
401.392,207.676,-21.1451,1754.37,descent,959.437
401.402,207.699,-21.1387,1754.37,descent,959.501
401.412,207.719,-21.1346,1754.37,descent,959.565
401.423,207.735,-21.134,1754.37,descent,959.63
401.434,207.737,-21.1442,1754.37,descent,959.699
401.445,207.741,-21.1529,1754.37,descent,959.768
401.457,207.713,-21.1865,1754.37,descent,959.845
401.467,207.733,-21.1828,1754.37,descent,959.909
401.477,207.752,-21.1793,1754.37,descent,959.972
401.488,207.771,-21.1014,1754.37,descent,960.071
401.541,206.895,-21.7423,1754.37,descent,960.438
401.551,206.925,-21.7328,1754.37,descent,960.497
401.562,206.965,-21.7106,1754.37,descent,960.56
401.572,206.992,-21.6976,1754.37,descent,960.627
401.582,207.034,-21.6731,1754.37,descent,960.69
401.593,207.053,-21.6667,1754.37,descent,960.759
401.603,207.092,-21.6446,1754.37,descent,960.822
401.614,207.109,-21.6394,1754.37,descent,960.891
401.627,207.1,-21.6539,1754.37,descent,960.968
401.637,207.134,-21.6356,1754.37,descent,961.031
401.647,207.169,-21.6164,1754.37,descent,961.094
401.658,207.185,-21.6116,1754.37,descent,961.163
401.668,207.21,-21.5232,1754.37,descent,961.266
401.679,207.228,-21.5174,1754.37,descent,961.334
401.69,207.241,-21.5157,1754.37,descent,961.403
401.701,207.27,-21.5021,1754.37,descent,961.468
401.711,207.298,-21.4887,1754.37,descent,961.532
401.721,207.328,-21.4744,1754.37,descent,961.595
401.731,207.357,-21.4606,1754.37,descent,961.658
401.741,207.387,-21.4458,1754.37,descent,961.721
401.751,207.414,-21.4336,1754.37,descent,961.784
401.761,207.438,-21.424,1754.37,descent,961.848
401.772,207.447,-21.425,1754.37,descent,961.916
401.783,207.46,-21.4241,1754.37,descent,961.984
401.793,207.48,-21.4172,1754.37,descent,962.048
401.803,207.505,-21.4071,1754.37,descent,962.112
401.813,207.531,-21.3956,1754.37,descent,962.174
401.824,207.553,-21.3878,1754.37,descent,962.237
401.835,207.555,-21.395,1754.37,descent,962.306
401.845,207.576,-21.3872,1754.37,descent,962.369
401.866,207.372,-21.5527,1754.37,descent,962.5
401.876,207.399,-21.5399,1754.37,descent,962.563
401.886,207.424,-21.5279,1754.37,descent,962.626
401.896,207.448,-21.5174,1754.37,descent,962.689
401.907,207.454,-21.5206,1754.37,descent,962.758
401.917,207.471,-21.5154,1754.37,descent,962.823
401.928,207.482,-21.5152,1754.37,descent,962.889
401.938,207.496,-21.5122,1754.37,descent,962.955
401.949,207.498,-21.5188,1754.37,descent,963.024
401.959,207.519,-21.5108,1754.37,descent,963.087
401.97,207.525,-21.5141,1754.37,descent,963.155
401.981,207.531,-21.5169,1754.37,descent,963.222
401.991,207.541,-21.5174,1754.37,descent,963.288
402.002,207.555,-21.5146,1754.37,descent,963.353
402.012,207.557,-21.5213,1754.37,descent,963.421
402.025,207.526,-21.5526,1754.37,descent,963.499
402.035,207.541,-21.5488,1754.37,descent,963.563
402.045,207.555,-21.5463,1754.37,descent,963.628
402.056,207.555,-21.5543,1754.37,descent,963.697
402.066,207.573,-21.5482,1754.37,descent,963.76
402.077,207.572,-21.5573,1754.37,descent,963.829
402.088,207.581,-21.5576,1754.37,descent,963.894
402.098,207.599,-21.5516,1754.37,descent,963.957
402.109,207.594,-21.5631,1754.37,descent,964.026
402.119,207.61,-21.5589,1754.37,descent,964.089
402.129,207.625,-21.5552,1754.37,descent,964.152
402.139,207.637,-21.5544,1754.37,descent,964.216
402.15,207.633,-21.5652,1754.37,descent,964.284
402.161,207.638,-21.5693,1754.37,descent,964.35
402.171,207.65,-21.5685,1754.37,descent,964.414
402.191,207.446,-21.7309,1754.37,descent,964.541
402.204,207.405,-21.7695,1754.37,descent,964.622
402.214,207.414,-21.769,1754.37,descent,964.688
402.225,207.43,-21.764,1754.37,descent,964.753
402.235,207.447,-21.7575,1754.37,descent,964.816
402.245,207.458,-21.7559,1754.37,descent,964.881
402.255,207.477,-21.7486,1754.37,descent,964.943
402.266,207.475,-21.7578,1754.37,descent,965.012
402.277,207.479,-21.7613,1754.37,descent,965.078
402.287,207.485,-21.7634,1754.37,descent,965.143
402.297,207.496,-21.7625,1754.37,descent,965.208
402.307,207.508,-21.6859,1754.37,descent,965.307
402.339,207.074,-21.9985,1754.37,descent,965.519
402.35,207.079,-22.0032,1754.37,descent,965.584
402.36,207.095,-21.997,1754.37,descent,965.649
402.371,207.099,-21.9992,1754.37,descent,965.718
402.381,207.122,-21.9881,1754.37,descent,965.782
402.392,207.137,-21.9825,1754.37,descent,965.848
402.402,207.159,-21.9716,1754.37,descent,965.911
402.412,207.181,-21.9613,1754.37,descent,965.974
402.423,207.181,-21.9672,1754.37,descent,966.043
402.433,207.203,-21.957,1754.37,descent,966.106
402.445,207.177,-21.9819,1754.37,descent,966.183
402.455,207.188,-21.98,1754.37,descent,966.248
402.466,207.191,-21.9833,1754.37,descent,966.316
402.477,207.206,-21.9779,1754.37,descent,966.38
402.487,207.222,-21.8967,1754.37,descent,966.48
402.497,207.237,-21.8915,1754.37,descent,966.544
402.508,207.237,-21.8985,1754.37,descent,966.613
402.519,207.244,-21.8995,1754.37,descent,966.679
402.529,207.259,-21.895,1754.37,descent,966.743
402.539,207.273,-21.8914,1754.37,descent,966.808
402.549,207.288,-21.8868,1754.37,descent,966.872
402.56,207.286,-21.8955,1754.37,descent,966.94
402.571,207.281,-21.9062,1754.37,descent,967.009
402.582,207.287,-21.9078,1754.37,descent,967.074
402.593,207.283,-21.9178,1754.37,descent,967.143
402.603,207.301,-21.9112,1754.37,descent,967.206
402.613,207.315,-21.9076,1754.37,descent,967.269
402.623,207.33,-21.9029,1754.37,descent,967.332
402.633,207.346,-21.8975,1754.37,descent,967.395
402.644,207.342,-21.9079,1754.37,descent,967.463
402.655,207.335,-21.9199,1754.37,descent,967.532
402.665,207.346,-21.9186,1754.37,descent,967.596
402.675,207.347,-21.9241,1754.37,descent,967.662
402.686,207.343,-21.9342,1754.37,descent,967.73
402.697,207.345,-21.9396,1754.37,descent,967.796
402.707,207.353,-21.9411,1754.37,descent,967.861
402.717,207.363,-21.9398,1754.37,descent,967.924
402.728,207.353,-21.9545,1754.37,descent,967.993
402.738,207.355,-21.9598,1754.37,descent,968.058
402.749,207.355,-21.9665,1754.37,descent,968.124
402.759,207.366,-21.9655,1754.37,descent,968.187
402.769,207.373,-21.9668,1754.37,descent,968.25
402.779,207.38,-21.8942,1754.37,descent,968.348
402.813,206.884,-22.2473,1754.37,descent,968.577
402.823,206.903,-22.2418,1754.37,descent,968.636
402.834,206.903,-22.2464,1754.37,descent,968.704
402.845,206.9,-22.2543,1754.37,descent,968.774
402.856,206.898,-22.2602,1754.37,descent,968.843
402.866,206.911,-22.2554,1754.37,descent,968.908
402.876,206.931,-22.2459,1754.37,descent,968.971
402.886,206.948,-22.2384,1754.37,descent,969.034
402.896,206.962,-22.2334,1754.37,descent,969.099
402.907,206.962,-22.2385,1754.37,descent,969.167
402.918,206.968,-22.239,1754.37,descent,969.233
402.928,206.975,-22.2385,1754.37,descent,969.299
402.938,206.991,-22.2316,1754.37,descent,969.362
402.949,207.001,-22.2296,1754.37,descent,969.427
402.959,207.014,-22.2247,1754.37,descent,969.491
402.97,207.01,-22.2331,1754.37,descent,969.56
402.98,207.015,-22.2348,1754.37,descent,969.625
402.991,207.024,-22.2325,1754.37,descent,969.69
403.001,207.032,-22.2324,1754.37,descent,969.755
403.012,207.03,-22.2389,1754.37,descent,969.823
403.022,207.029,-22.2448,1754.37,descent,969.889
403.033,207.036,-22.2446,1754.37,descent,969.954
403.043,207.042,-22.2449,1754.37,descent,970.018
403.053,207.051,-22.1685,1754.37,descent,970.118
403.076,206.781,-22.2081,1754.37,descent,970.335
403.108,206.328,-22.5323,1754.37,descent,970.55
403.118,206.36,-22.5158,1754.37,descent,970.606
403.13,206.347,-22.5285,1754.37,descent,970.681
403.141,206.356,-22.5251,1754.37,descent,970.75
403.152,206.372,-22.5164,1754.37,descent,970.817
403.162,206.402,-22.4972,1754.37,descent,970.88
403.172,206.426,-22.4826,1754.37,descent,970.945
403.182,206.452,-22.4673,1754.37,descent,971.008
403.192,206.479,-22.4505,1754.37,descent,971.072
403.202,206.503,-22.4364,1754.37,descent,971.136
403.213,206.528,-22.4219,1754.37,descent,971.199
403.223,206.555,-22.4055,1754.37,descent,971.261
403.234,206.559,-22.3266,1754.37,descent,971.367
403.266,206.103,-22.6427,1754.37,descent,971.585
403.277,206.122,-22.6333,1754.37,descent,971.651
403.287,206.146,-22.6177,1754.37,descent,971.717
403.298,206.177,-22.5977,1754.37,descent,971.781
403.308,206.192,-22.5089,1754.37,descent,971.887
403.34,205.745,-22.8128,1754.37,descent,972.105
403.35,207.151,-21.7992,1754.37,descent,972.163
403.361,207.167,-21.7952,1754.37,descent,972.231
403.372,207.189,-21.7876,1754.37,descent,972.297
403.382,207.219,-21.7732,1754.37,descent,972.361
403.392,207.246,-21.7603,1754.37,descent,972.425
403.402,207.27,-21.7513,1754.37,descent,972.49
403.413,207.292,-21.7429,1754.37,descent,972.555
403.425,207.273,-21.7653,1754.37,descent,972.632
403.436,207.288,-21.7619,1754.37,descent,972.699
403.446,207.309,-21.7546,1754.37,descent,972.763
403.456,207.326,-21.7499,1754.37,descent,972.829
403.467,207.332,-21.7532,1754.37,descent,972.897
403.479,207.316,-21.7736,1754.37,descent,972.972
403.49,207.324,-21.7755,1754.37,descent,973.041
403.5,207.348,-21.7647,1754.37,descent,973.104
403.511,207.351,-21.7703,1754.37,descent,973.173
403.521,207.372,-21.7626,1754.37,descent,973.237
403.531,207.394,-21.7541,1754.37,descent,973.3
403.542,207.397,-21.7593,1754.37,descent,973.368
403.553,207.403,-21.7626,1754.37,descent,973.436
403.563,207.421,-21.7573,1754.37,descent,973.501
403.573,207.441,-21.75,1754.37,descent,973.564
403.584,207.46,-21.743,1754.37,descent,973.627
403.594,207.477,-21.7379,1754.37,descent,973.691
403.604,207.491,-21.7355,1754.37,descent,973.755
403.614,207.502,-21.7351,1754.37,descent,973.82
403.625,207.501,-21.7436,1754.37,descent,973.888
403.635,207.51,-21.7447,1754.37,descent,973.954
403.646,207.523,-21.7425,1754.37,descent,974.018
403.656,207.534,-21.7415,1754.37,descent,974.082
403.666,207.548,-21.7387,1754.37,descent,974.146
403.676,207.564,-21.7346,1754.37,descent,974.209
403.686,207.574,-21.7344,1754.37,descent,974.273
403.697,207.566,-21.7484,1754.37,descent,974.342
403.708,207.566,-21.7561,1754.37,descent,974.409
403.718,207.577,-21.7553,1754.37,descent,974.473
403.728,207.587,-21.7549,1754.37,descent,974.536
403.738,207.6,-21.7532,1754.37,descent,974.6
403.748,207.608,-21.7541,1754.37,descent,974.663
403.759,207.614,-21.7576,1754.37,descent,974.728
403.77,207.607,-21.7705,1754.37,descent,974.796
403.78,207.616,-21.7708,1754.37,descent,974.86
403.79,207.626,-21.6974,1754.37,descent,974.958
403.811,207.399,-21.8654,1754.37,descent,975.1
403.821,207.411,-21.7788,1754.37,descent,975.206
403.853,206.967,-22.0977,1754.37,descent,975.422
403.863,206.991,-22.0879,1754.37,descent,975.48
403.873,207.012,-21.9994,1754.37,descent,975.586
403.926,206.109,-22.6257,1754.37,descent,975.951
403.936,206.153,-22.6009,1754.37,descent,976.006
403.946,206.197,-22.5692,1754.37,descent,976.069
403.957,206.235,-22.5427,1754.37,descent,976.135
403.967,206.275,-22.514,1754.37,descent,976.2
403.978,206.302,-22.4951,1754.37,descent,976.268
403.988,206.339,-22.4693,1754.37,descent,976.334
403.998,206.377,-22.4422,1754.37,descent,976.398
404.009,206.417,-22.3393,1754.37,descent,976.498
404.041,205.978,-22.6389,1754.37,descent,976.717
404.052,206.013,-22.6155,1754.37,descent,976.781
404.062,206.066,-22.5763,1754.37,descent,976.844
404.073,206.097,-22.5528,1754.37,descent,976.913
404.083,206.146,-22.5159,1754.37,descent,976.977
404.093,206.189,-22.4844,1754.37,descent,977.042
404.104,206.218,-22.4628,1754.37,descent,977.111
404.115,206.246,-22.4419,1754.37,descent,977.179
404.125,206.293,-22.408,1754.37,descent,977.242
404.135,206.338,-22.3745,1754.37,descent,977.306
404.146,206.365,-22.3554,1754.37,descent,977.375
404.156,206.403,-22.3276,1754.37,descent,977.439
404.166,206.447,-22.296,1754.37,descent,977.502
404.177,206.476,-22.1977,1754.37,descent,977.606
404.208,206.053,-22.4886,1754.37,descent,977.82
404.219,206.097,-22.4581,1754.37,descent,977.882
404.23,206.133,-22.4306,1754.37,descent,977.949
404.24,206.179,-22.3965,1754.37,descent,978.013
404.25,206.223,-22.3631,1754.37,descent,978.078
404.261,206.265,-22.3322,1754.37,descent,978.143
404.282,206.074,-22.4724,1754.37,descent,978.276
404.292,206.119,-22.4381,1754.37,descent,978.342
404.302,206.167,-22.4012,1754.37,descent,978.406
404.313,206.209,-22.3695,1754.37,descent,978.472
404.324,206.238,-22.3475,1754.37,descent,978.542
404.334,206.289,-22.3095,1754.37,descent,978.605
404.345,206.314,-22.291,1754.37,descent,978.674
404.355,206.354,-22.262,1754.37,descent,978.74
404.366,206.402,-22.2266,1754.37,descent,978.803
404.376,206.444,-22.1961,1754.37,descent,978.867
404.386,206.487,-22.1657,1754.37,descent,978.931
404.396,206.53,-22.1349,1754.37,descent,978.994
404.406,206.568,-22.1079,1754.37,descent,979.058
404.417,206.588,-22.0944,1754.37,descent,979.128
404.428,206.613,-21.9978,1754.37,descent,979.232
404.46,206.188,-22.2941,1754.37,descent,979.448
404.47,206.224,-22.27,1754.37,descent,979.512
404.48,206.273,-22.2341,1754.37,descent,979.575
404.491,206.317,-22.2018,1754.37,descent,979.639
404.502,206.346,-22.1017,1754.37,descent,979.745
404.512,206.382,-22.0767,1754.37,descent,979.812
404.522,206.427,-22.0453,1754.37,descent,979.876
404.533,206.457,-22.0253,1754.37,descent,979.944
404.544,206.49,-22.0026,1754.37,descent,980.011
404.554,206.528,-21.9774,1754.37,descent,980.076
404.565,206.566,-21.9514,1754.37,descent,980.141
404.575,206.608,-21.9228,1754.37,descent,980.205
404.586,206.632,-21.9083,1754.37,descent,980.274
404.596,206.673,-21.8808,1754.37,descent,980.337
404.617,206.481,-22.0284,1754.37,descent,980.469
404.627,206.527,-21.9968,1754.37,descent,980.533
404.637,206.571,-21.9667,1754.37,descent,980.597
404.647,206.611,-21.9398,1754.37,descent,980.661
404.658,206.643,-21.919,1754.37,descent,980.727
404.668,206.687,-21.8898,1754.37,descent,980.791
404.678,206.726,-21.7894,1754.37,descent,980.889
404.699,206.527,-21.9324,1754.37,descent,981.032
404.71,206.554,-21.9169,1754.37,descent,981.099
404.72,206.601,-21.886,1754.37,descent,981.161
404.731,206.64,-21.86,1754.37,descent,981.226
404.741,206.683,-21.8321,1754.37,descent,981.289
404.751,206.724,-21.8061,1754.37,descent,981.353
404.761,206.763,-21.7815,1754.37,descent,981.417
404.772,206.784,-21.7711,1754.37,descent,981.486
404.783,206.812,-21.6776,1754.37,descent,981.589
404.793,206.835,-21.6656,1754.37,descent,981.657
404.804,206.856,-21.656,1754.37,descent,981.726
404.815,206.881,-21.6433,1754.37,descent,981.792
404.825,206.912,-21.6262,1754.37,descent,981.857
404.836,206.93,-21.619,1754.37,descent,981.926
404.847,206.958,-21.6047,1754.37,descent,981.992
404.857,206.989,-21.5877,1754.37,descent,982.057
404.867,207.013,-21.5767,1754.37,descent,982.123
404.877,207.047,-21.5579,1754.37,descent,982.187
404.887,207.082,-21.5393,1754.37,descent,982.25
404.908,206.88,-21.7005,1754.37,descent,982.382
404.919,206.916,-21.6796,1754.37,descent,982.446
404.93,206.932,-21.6743,1754.37,descent,982.515
404.941,206.934,-21.6798,1754.37,descent,982.588
404.952,206.957,-21.6692,1754.37,descent,982.655
404.962,206.981,-21.6576,1754.37,descent,982.721
404.973,206.994,-21.6549,1754.37,descent,982.79
404.984,207.013,-21.6476,1754.37,descent,982.858
404.994,207.042,-21.6328,1754.37,descent,982.922
405.004,207.071,-21.6183,1754.37,descent,982.987
405.015,207.096,-21.6066,1754.37,descent,983.051
405.036,206.891,-21.7702,1754.37,descent,983.185
405.046,206.914,-21.7589,1754.37,descent,983.251
405.057,206.943,-21.744,1754.37,descent,983.315
405.067,206.97,-21.7298,1754.37,descent,983.381
405.078,206.984,-21.727,1754.37,descent,983.449
405.089,207.001,-21.7208,1754.37,descent,983.517
405.099,207.029,-21.707,1754.37,descent,983.581
405.109,207.059,-21.6918,1754.37,descent,983.644
405.122,207.02,-21.7286,1754.37,descent,983.728
405.133,207.046,-21.7167,1754.37,descent,983.793
405.143,207.069,-21.7066,1754.37,descent,983.859
405.153,207.099,-21.6911,1754.37,descent,983.922
405.163,207.123,-21.6806,1754.37,descent,983.986
405.173,207.151,-21.5935,1754.37,descent,984.084
405.205,206.708,-21.9141,1754.37,descent,984.304
405.226,206.513,-22.0668,1754.37,descent,984.436
405.237,206.547,-22.0475,1754.37,descent,984.501
405.248,206.574,-22.0327,1754.37,descent,984.568
405.258,206.61,-22.011,1754.37,descent,984.634
405.269,206.644,-21.9918,1754.37,descent,984.7
405.28,206.664,-21.9827,1754.37,descent,984.769
405.29,206.696,-21.9645,1754.37,descent,984.834
405.3,206.726,-21.9478,1754.37,descent,984.899
405.311,206.759,-21.8535,1754.37,descent,984.999
405.342,206.34,-21.9485,1754.37,descent,985.295
405.373,205.932,-22.2539,1754.37,descent,985.502
405.384,205.994,-22.1159,1754.37,descent,985.616
405.415,205.601,-22.3913,1754.37,descent,985.825
405.435,205.445,-22.5089,1754.37,descent,985.953
405.445,205.521,-22.4549,1754.37,descent,986.015
405.455,205.6,-22.3984,1754.37,descent,986.078
405.468,205.62,-22.3852,1754.37,descent,986.157
405.478,205.688,-22.3374,1754.37,descent,986.222
405.488,205.761,-22.2863,1754.37,descent,986.286
405.499,205.812,-22.2515,1754.37,descent,986.355
405.51,205.871,-22.2116,1754.37,descent,986.421
405.52,205.929,-22.1725,1754.37,descent,986.487
405.531,205.975,-22.142,1754.37,descent,986.557
405.542,206.029,-22.1062,1754.37,descent,986.623
405.552,206.088,-22.0662,1754.37,descent,986.688
405.562,206.147,-22.027,1754.37,descent,986.752
405.573,206.204,-21.9899,1754.37,descent,986.816
405.584,206.245,-21.9648,1754.37,descent,986.885
405.594,206.303,-21.9268,1754.37,descent,986.948
405.604,206.362,-21.8884,1754.37,descent,987.011
405.615,206.396,-21.8693,1754.37,descent,987.08
405.625,206.45,-21.8344,1754.37,descent,987.143
405.635,206.5,-21.804,1754.37,descent,987.208
405.645,206.55,-21.7731,1754.37,descent,987.271
405.655,206.594,-21.7466,1754.37,descent,987.336
405.666,206.631,-21.7259,1754.37,descent,987.402
405.677,206.658,-21.7132,1754.37,descent,987.471
405.687,206.693,-21.694,1754.37,descent,987.537
405.698,206.717,-21.6836,1754.37,descent,987.607
405.708,206.761,-21.6584,1754.37,descent,987.67
405.718,206.803,-21.6337,1754.37,descent,987.734
405.729,206.828,-21.6231,1754.37,descent,987.803
405.74,206.858,-21.6085,1754.37,descent,987.87
405.75,206.895,-21.5892,1754.37,descent,987.934
405.76,206.933,-21.5682,1754.37,descent,987.997
405.771,206.965,-21.5525,1754.37,descent,988.062
405.781,206.997,-21.537,1754.37,descent,988.128
405.792,207.016,-21.5311,1754.37,descent,988.196
405.802,207.041,-21.5207,1754.37,descent,988.263
405.813,207.072,-21.5066,1754.37,descent,988.327
405.823,207.103,-21.4919,1754.37,descent,988.391
405.833,207.137,-21.4754,1754.37,descent,988.454
405.843,207.169,-21.4602,1754.37,descent,988.518
405.853,207.198,-21.448,1754.37,descent,988.581
405.863,207.229,-21.4337,1754.37,descent,988.644
405.884,207.024,-21.5999,1754.37,descent,988.777
405.895,207.046,-21.5917,1754.37,descent,988.844
405.905,207.076,-21.5776,1754.37,descent,988.909
405.915,207.105,-21.5643,1754.37,descent,988.973
405.925,207.132,-21.5521,1754.37,descent,989.038
405.938,207.106,-21.5817,1754.37,descent,989.119
405.949,207.123,-21.5778,1754.37,descent,989.186
405.96,207.14,-21.5729,1754.37,descent,989.253
405.97,207.159,-21.5678,1754.37,descent,989.32
405.98,207.188,-21.5542,1754.37,descent,989.383
405.99,207.216,-21.4671,1754.37,descent,989.482
406.022,206.793,-21.7769,1754.37,descent,989.696
406.033,206.813,-21.7718,1754.37,descent,989.762
406.043,206.852,-21.7504,1754.37,descent,989.824
406.053,206.875,-21.7403,1754.37,descent,989.892
406.064,206.9,-21.7292,1754.37,descent,989.96
406.075,206.926,-21.7173,1754.37,descent,990.026
406.085,206.963,-21.6977,1754.37,descent,990.089
406.095,206.996,-21.681,1754.37,descent,990.153
406.105,207.029,-21.6635,1754.37,descent,990.216
406.116,207.045,-21.6599,1754.37,descent,990.285
406.127,207.06,-21.6568,1754.37,descent,990.353
406.137,207.085,-21.6462,1754.37,descent,990.418
406.147,207.115,-21.6316,1754.37,descent,990.481
406.157,207.145,-21.6179,1754.37,descent,990.545
406.171,207.098,-21.6621,1754.37,descent,990.63
406.181,207.128,-21.6478,1754.37,descent,990.694
406.191,207.148,-21.6411,1754.37,descent,990.76
406.201,207.176,-21.6285,1754.37,descent,990.823
406.211,207.205,-21.6154,1754.37,descent,990.886
406.224,207.174,-21.6478,1754.37,descent,990.967
406.234,207.193,-21.6417,1754.37,descent,991.032
406.244,207.219,-21.6303,1754.37,descent,991.096
406.255,207.226,-21.634,1754.37,descent,991.164
406.266,207.24,-21.6321,1754.37,descent,991.231
406.276,207.255,-21.6298,1754.37,descent,991.297
406.286,207.277,-21.6217,1754.37,descent,991.36
406.296,207.296,-21.6157,1754.37,descent,991.424
406.306,207.316,-21.6095,1754.37,descent,991.488
406.316,207.337,-21.6021,1754.37,descent,991.551
406.327,207.355,-21.5976,1754.37,descent,991.615
406.338,207.355,-21.6065,1754.37,descent,991.684
406.348,207.361,-21.6112,1754.37,descent,991.752
406.359,207.377,-21.6083,1754.37,descent,991.816
406.369,207.394,-21.6047,1754.37,descent,991.88
406.379,207.406,-21.6046,1754.37,descent,991.946
406.389,207.424,-21.6001,1754.37,descent,992.009
406.399,207.442,-21.595,1754.37,descent,992.072
406.409,207.457,-21.5926,1754.37,descent,992.135
406.42,207.453,-21.6049,1754.37,descent,992.205
406.43,207.471,-21.601,1754.37,descent,992.268
406.441,207.463,-21.616,1754.37,descent,992.337
406.455,207.387,-21.6837,1754.37,descent,992.428
406.466,207.395,-21.6857,1754.37,descent,992.492
406.476,207.404,-21.6873,1754.37,descent,992.557
406.486,207.413,-21.6891,1754.37,descent,992.623
406.497,207.41,-21.7007,1754.37,descent,992.691
406.509,207.377,-21.734,1754.37,descent,992.769
406.52,207.389,-21.7341,1754.37,descent,992.833
406.53,207.394,-21.7385,1754.37,descent,992.899
406.54,207.407,-21.7371,1754.37,descent,992.962
406.55,207.42,-21.7358,1754.37,descent,993.025
406.56,207.434,-21.7341,1754.37,descent,993.088
406.571,207.424,-21.7497,1754.37,descent,993.157
406.581,207.438,-21.7475,1754.37,descent,993.22
406.592,207.431,-21.7621,1754.37,descent,993.29
406.602,207.437,-21.7658,1754.37,descent,993.354
406.613,207.437,-21.7736,1754.37,descent,993.42
406.624,207.431,-21.787,1754.37,descent,993.489
406.635,207.421,-21.8029,1754.37,descent,993.559
406.645,207.423,-21.8098,1754.37,descent,993.625
406.655,207.428,-21.8141,1754.37,descent,993.689
406.665,207.432,-21.8199,1754.37,descent,993.754
406.676,207.433,-21.8269,1754.37,descent,993.819
406.687,207.425,-21.7627,1754.37,descent,993.922
406.718,206.975,-22.0875,1754.37,descent,994.137
406.728,206.994,-22.0831,1754.37,descent,994.197
406.738,207.011,-22.0775,1754.37,descent,994.26
406.749,207.009,-22.0856,1754.37,descent,994.329
406.76,207.02,-22.0837,1754.37,descent,994.394
406.77,207.035,-22.08,1754.37,descent,994.458
406.78,207.046,-22.078,1754.37,descent,994.524
406.791,207.041,-22.0888,1754.37,descent,994.593
406.801,207.055,-22.0097,1754.37,descent,994.693
406.876,205.649,-22.976,1754.37,descent,995.217
406.886,205.701,-22.9465,1754.37,descent,995.268
406.897,205.731,-22.9226,1754.37,descent,995.336
406.907,205.783,-22.8066,1754.37,descent,995.442
406.939,205.36,-23.0843,1754.37,descent,995.655
406.949,205.413,-23.0443,1754.37,descent,995.718
406.959,205.471,-22.9976,1754.37,descent,995.781
406.97,205.529,-22.9508,1754.37,descent,995.845
406.98,205.584,-22.9067,1754.37,descent,995.91
406.99,205.637,-22.8638,1754.37,descent,995.975
407.001,205.673,-22.8332,1754.37,descent,996.044
407.011,205.721,-22.7164,1754.37,descent,996.146
407.044,205.285,-23.0013,1754.37,descent,996.367
407.054,205.351,-22.9501,1754.37,descent,996.426
407.064,205.415,-22.8965,1754.37,descent,996.49
